['design_id'],['created_at'],['design_name'],['file_location'],['file_name'],['last_updated']
"[45, datetime.datetime(2023, 1, 4, 15, 24, 10, 123000), 'Frozen', '/Users', 'frozen-20221021-bjqs.json', datetime.datetime(2023, 1, 4, 15, 24, 10, 123000)]","[45, datetime.datetime(2023, 1, 4, 15, 24, 10, 123000), 'Frozen', '/Users', 'frozen-20221021-bjqs.json', datetime.datetime(2023, 1, 4, 15, 24, 10, 123000)]","[45, datetime.datetime(2023, 1, 4, 15, 24, 10, 123000), 'Frozen', '/Users', 'frozen-20221021-bjqs.json', datetime.datetime(2023, 1, 4, 15, 24, 10, 123000)]","[45, datetime.datetime(2023, 1, 4, 15, 24, 10, 123000), 'Frozen', '/Users', 'frozen-20221021-bjqs.json', datetime.datetime(2023, 1, 4, 15, 24, 10, 123000)]","[45, datetime.datetime(2023, 1, 4, 15, 24, 10, 123000), 'Frozen', '/Users', 'frozen-20221021-bjqs.json', datetime.datetime(2023, 1, 4, 15, 24, 10, 123000)]","[45, datetime.datetime(2023, 1, 4, 15, 24, 10, 123000), 'Frozen', '/Users', 'frozen-20221021-bjqs.json', datetime.datetime(2023, 1, 4, 15, 24, 10, 123000)]"
"[2, datetime.datetime(2022, 11, 3, 14, 20, 49, 962000), 'Steel', '/etc/periodic', 'steel-20210725-fcxq.json', datetime.datetime(2022, 11, 3, 14, 20, 49, 962000)]","[2, datetime.datetime(2022, 11, 3, 14, 20, 49, 962000), 'Steel', '/etc/periodic', 'steel-20210725-fcxq.json', datetime.datetime(2022, 11, 3, 14, 20, 49, 962000)]","[2, datetime.datetime(2022, 11, 3, 14, 20, 49, 962000), 'Steel', '/etc/periodic', 'steel-20210725-fcxq.json', datetime.datetime(2022, 11, 3, 14, 20, 49, 962000)]","[2, datetime.datetime(2022, 11, 3, 14, 20, 49, 962000), 'Steel', '/etc/periodic', 'steel-20210725-fcxq.json', datetime.datetime(2022, 11, 3, 14, 20, 49, 962000)]","[2, datetime.datetime(2022, 11, 3, 14, 20, 49, 962000), 'Steel', '/etc/periodic', 'steel-20210725-fcxq.json', datetime.datetime(2022, 11, 3, 14, 20, 49, 962000)]","[2, datetime.datetime(2022, 11, 3, 14, 20, 49, 962000), 'Steel', '/etc/periodic', 'steel-20210725-fcxq.json', datetime.datetime(2022, 11, 3, 14, 20, 49, 962000)]"
"[4, datetime.datetime(2022, 11, 3, 14, 20, 49, 962000), 'Granite', '/usr/local/src', 'granite-20220430-l5fs.json', datetime.datetime(2022, 11, 3, 14, 20, 49, 962000)]","[4, datetime.datetime(2022, 11, 3, 14, 20, 49, 962000), 'Granite', '/usr/local/src', 'granite-20220430-l5fs.json', datetime.datetime(2022, 11, 3, 14, 20, 49, 962000)]","[4, datetime.datetime(2022, 11, 3, 14, 20, 49, 962000), 'Granite', '/usr/local/src', 'granite-20220430-l5fs.json', datetime.datetime(2022, 11, 3, 14, 20, 49, 962000)]","[4, datetime.datetime(2022, 11, 3, 14, 20, 49, 962000), 'Granite', '/usr/local/src', 'granite-20220430-l5fs.json', datetime.datetime(2022, 11, 3, 14, 20, 49, 962000)]","[4, datetime.datetime(2022, 11, 3, 14, 20, 49, 962000), 'Granite', '/usr/local/src', 'granite-20220430-l5fs.json', datetime.datetime(2022, 11, 3, 14, 20, 49, 962000)]","[4, datetime.datetime(2022, 11, 3, 14, 20, 49, 962000), 'Granite', '/usr/local/src', 'granite-20220430-l5fs.json', datetime.datetime(2022, 11, 3, 14, 20, 49, 962000)]"
"[24, datetime.datetime(2022, 12, 1, 15, 52, 9, 837000), 'Granite', '/etc/mail', 'granite-20210516-8b7j.json', datetime.datetime(2022, 12, 1, 15, 52, 9, 837000)]","[24, datetime.datetime(2022, 12, 1, 15, 52, 9, 837000), 'Granite', '/etc/mail', 'granite-20210516-8b7j.json', datetime.datetime(2022, 12, 1, 15, 52, 9, 837000)]","[24, datetime.datetime(2022, 12, 1, 15, 52, 9, 837000), 'Granite', '/etc/mail', 'granite-20210516-8b7j.json', datetime.datetime(2022, 12, 1, 15, 52, 9, 837000)]","[24, datetime.datetime(2022, 12, 1, 15, 52, 9, 837000), 'Granite', '/etc/mail', 'granite-20210516-8b7j.json', datetime.datetime(2022, 12, 1, 15, 52, 9, 837000)]","[24, datetime.datetime(2022, 12, 1, 15, 52, 9, 837000), 'Granite', '/etc/mail', 'granite-20210516-8b7j.json', datetime.datetime(2022, 12, 1, 15, 52, 9, 837000)]","[24, datetime.datetime(2022, 12, 1, 15, 52, 9, 837000), 'Granite', '/etc/mail', 'granite-20210516-8b7j.json', datetime.datetime(2022, 12, 1, 15, 52, 9, 837000)]"
"[30, datetime.datetime(2022, 12, 12, 13, 19, 9, 769000), 'Cotton', '/etc', 'cotton-20220507-r5ui.json', datetime.datetime(2022, 12, 12, 13, 19, 9, 769000)]","[30, datetime.datetime(2022, 12, 12, 13, 19, 9, 769000), 'Cotton', '/etc', 'cotton-20220507-r5ui.json', datetime.datetime(2022, 12, 12, 13, 19, 9, 769000)]","[30, datetime.datetime(2022, 12, 12, 13, 19, 9, 769000), 'Cotton', '/etc', 'cotton-20220507-r5ui.json', datetime.datetime(2022, 12, 12, 13, 19, 9, 769000)]","[30, datetime.datetime(2022, 12, 12, 13, 19, 9, 769000), 'Cotton', '/etc', 'cotton-20220507-r5ui.json', datetime.datetime(2022, 12, 12, 13, 19, 9, 769000)]","[30, datetime.datetime(2022, 12, 12, 13, 19, 9, 769000), 'Cotton', '/etc', 'cotton-20220507-r5ui.json', datetime.datetime(2022, 12, 12, 13, 19, 9, 769000)]","[30, datetime.datetime(2022, 12, 12, 13, 19, 9, 769000), 'Cotton', '/etc', 'cotton-20220507-r5ui.json', datetime.datetime(2022, 12, 12, 13, 19, 9, 769000)]"
"[31, datetime.datetime(2022, 12, 13, 12, 2, 10, 341000), 'Soft', '/root', 'soft-20221103-i6wm.json', datetime.datetime(2022, 12, 13, 12, 2, 10, 341000)]","[31, datetime.datetime(2022, 12, 13, 12, 2, 10, 341000), 'Soft', '/root', 'soft-20221103-i6wm.json', datetime.datetime(2022, 12, 13, 12, 2, 10, 341000)]","[31, datetime.datetime(2022, 12, 13, 12, 2, 10, 341000), 'Soft', '/root', 'soft-20221103-i6wm.json', datetime.datetime(2022, 12, 13, 12, 2, 10, 341000)]","[31, datetime.datetime(2022, 12, 13, 12, 2, 10, 341000), 'Soft', '/root', 'soft-20221103-i6wm.json', datetime.datetime(2022, 12, 13, 12, 2, 10, 341000)]","[31, datetime.datetime(2022, 12, 13, 12, 2, 10, 341000), 'Soft', '/root', 'soft-20221103-i6wm.json', datetime.datetime(2022, 12, 13, 12, 2, 10, 341000)]","[31, datetime.datetime(2022, 12, 13, 12, 2, 10, 341000), 'Soft', '/root', 'soft-20221103-i6wm.json', datetime.datetime(2022, 12, 13, 12, 2, 10, 341000)]"
"[33, datetime.datetime(2022, 12, 14, 10, 59, 10, 140000), 'Steel', '/media', 'steel-20220201-shjp.json', datetime.datetime(2022, 12, 14, 10, 59, 10, 140000)]","[33, datetime.datetime(2022, 12, 14, 10, 59, 10, 140000), 'Steel', '/media', 'steel-20220201-shjp.json', datetime.datetime(2022, 12, 14, 10, 59, 10, 140000)]","[33, datetime.datetime(2022, 12, 14, 10, 59, 10, 140000), 'Steel', '/media', 'steel-20220201-shjp.json', datetime.datetime(2022, 12, 14, 10, 59, 10, 140000)]","[33, datetime.datetime(2022, 12, 14, 10, 59, 10, 140000), 'Steel', '/media', 'steel-20220201-shjp.json', datetime.datetime(2022, 12, 14, 10, 59, 10, 140000)]","[33, datetime.datetime(2022, 12, 14, 10, 59, 10, 140000), 'Steel', '/media', 'steel-20220201-shjp.json', datetime.datetime(2022, 12, 14, 10, 59, 10, 140000)]","[33, datetime.datetime(2022, 12, 14, 10, 59, 10, 140000), 'Steel', '/media', 'steel-20220201-shjp.json', datetime.datetime(2022, 12, 14, 10, 59, 10, 140000)]"
"[35, datetime.datetime(2022, 12, 16, 13, 32, 10, 149000), 'Wooden', '/usr/share', 'wooden-20211125-6y56.json', datetime.datetime(2022, 12, 16, 13, 32, 10, 149000)]","[35, datetime.datetime(2022, 12, 16, 13, 32, 10, 149000), 'Wooden', '/usr/share', 'wooden-20211125-6y56.json', datetime.datetime(2022, 12, 16, 13, 32, 10, 149000)]","[35, datetime.datetime(2022, 12, 16, 13, 32, 10, 149000), 'Wooden', '/usr/share', 'wooden-20211125-6y56.json', datetime.datetime(2022, 12, 16, 13, 32, 10, 149000)]","[35, datetime.datetime(2022, 12, 16, 13, 32, 10, 149000), 'Wooden', '/usr/share', 'wooden-20211125-6y56.json', datetime.datetime(2022, 12, 16, 13, 32, 10, 149000)]","[35, datetime.datetime(2022, 12, 16, 13, 32, 10, 149000), 'Wooden', '/usr/share', 'wooden-20211125-6y56.json', datetime.datetime(2022, 12, 16, 13, 32, 10, 149000)]","[35, datetime.datetime(2022, 12, 16, 13, 32, 10, 149000), 'Wooden', '/usr/share', 'wooden-20211125-6y56.json', datetime.datetime(2022, 12, 16, 13, 32, 10, 149000)]"
"[36, datetime.datetime(2022, 12, 19, 9, 28, 10, 289000), 'Fresh', '/usr/sbin', 'fresh-20221213-fhsy.json', datetime.datetime(2022, 12, 19, 9, 28, 10, 289000)]","[36, datetime.datetime(2022, 12, 19, 9, 28, 10, 289000), 'Fresh', '/usr/sbin', 'fresh-20221213-fhsy.json', datetime.datetime(2022, 12, 19, 9, 28, 10, 289000)]","[36, datetime.datetime(2022, 12, 19, 9, 28, 10, 289000), 'Fresh', '/usr/sbin', 'fresh-20221213-fhsy.json', datetime.datetime(2022, 12, 19, 9, 28, 10, 289000)]","[36, datetime.datetime(2022, 12, 19, 9, 28, 10, 289000), 'Fresh', '/usr/sbin', 'fresh-20221213-fhsy.json', datetime.datetime(2022, 12, 19, 9, 28, 10, 289000)]","[36, datetime.datetime(2022, 12, 19, 9, 28, 10, 289000), 'Fresh', '/usr/sbin', 'fresh-20221213-fhsy.json', datetime.datetime(2022, 12, 19, 9, 28, 10, 289000)]","[36, datetime.datetime(2022, 12, 19, 9, 28, 10, 289000), 'Fresh', '/usr/sbin', 'fresh-20221213-fhsy.json', datetime.datetime(2022, 12, 19, 9, 28, 10, 289000)]"
"[12, datetime.datetime(2022, 11, 8, 15, 41, 9, 927000), 'Frozen', '/private/tmp', 'frozen-20201124-fsdu.json', datetime.datetime(2022, 11, 8, 15, 41, 9, 927000)]","[12, datetime.datetime(2022, 11, 8, 15, 41, 9, 927000), 'Frozen', '/private/tmp', 'frozen-20201124-fsdu.json', datetime.datetime(2022, 11, 8, 15, 41, 9, 927000)]","[12, datetime.datetime(2022, 11, 8, 15, 41, 9, 927000), 'Frozen', '/private/tmp', 'frozen-20201124-fsdu.json', datetime.datetime(2022, 11, 8, 15, 41, 9, 927000)]","[12, datetime.datetime(2022, 11, 8, 15, 41, 9, 927000), 'Frozen', '/private/tmp', 'frozen-20201124-fsdu.json', datetime.datetime(2022, 11, 8, 15, 41, 9, 927000)]","[12, datetime.datetime(2022, 11, 8, 15, 41, 9, 927000), 'Frozen', '/private/tmp', 'frozen-20201124-fsdu.json', datetime.datetime(2022, 11, 8, 15, 41, 9, 927000)]","[12, datetime.datetime(2022, 11, 8, 15, 41, 9, 927000), 'Frozen', '/private/tmp', 'frozen-20201124-fsdu.json', datetime.datetime(2022, 11, 8, 15, 41, 9, 927000)]"
"[39, datetime.datetime(2022, 12, 26, 16, 26, 9, 730000), 'Granite', '/net', 'granite-20220831-q5ev.json', datetime.datetime(2022, 12, 26, 16, 26, 9, 730000)]","[39, datetime.datetime(2022, 12, 26, 16, 26, 9, 730000), 'Granite', '/net', 'granite-20220831-q5ev.json', datetime.datetime(2022, 12, 26, 16, 26, 9, 730000)]","[39, datetime.datetime(2022, 12, 26, 16, 26, 9, 730000), 'Granite', '/net', 'granite-20220831-q5ev.json', datetime.datetime(2022, 12, 26, 16, 26, 9, 730000)]","[39, datetime.datetime(2022, 12, 26, 16, 26, 9, 730000), 'Granite', '/net', 'granite-20220831-q5ev.json', datetime.datetime(2022, 12, 26, 16, 26, 9, 730000)]","[39, datetime.datetime(2022, 12, 26, 16, 26, 9, 730000), 'Granite', '/net', 'granite-20220831-q5ev.json', datetime.datetime(2022, 12, 26, 16, 26, 9, 730000)]","[39, datetime.datetime(2022, 12, 26, 16, 26, 9, 730000), 'Granite', '/net', 'granite-20220831-q5ev.json', datetime.datetime(2022, 12, 26, 16, 26, 9, 730000)]"
"[15, datetime.datetime(2022, 11, 21, 17, 9, 10, 169000), 'Steel', '/var/log', 'steel-20210707-zhuw.json', datetime.datetime(2022, 11, 21, 17, 9, 10, 169000)]","[15, datetime.datetime(2022, 11, 21, 17, 9, 10, 169000), 'Steel', '/var/log', 'steel-20210707-zhuw.json', datetime.datetime(2022, 11, 21, 17, 9, 10, 169000)]","[15, datetime.datetime(2022, 11, 21, 17, 9, 10, 169000), 'Steel', '/var/log', 'steel-20210707-zhuw.json', datetime.datetime(2022, 11, 21, 17, 9, 10, 169000)]","[15, datetime.datetime(2022, 11, 21, 17, 9, 10, 169000), 'Steel', '/var/log', 'steel-20210707-zhuw.json', datetime.datetime(2022, 11, 21, 17, 9, 10, 169000)]","[15, datetime.datetime(2022, 11, 21, 17, 9, 10, 169000), 'Steel', '/var/log', 'steel-20210707-zhuw.json', datetime.datetime(2022, 11, 21, 17, 9, 10, 169000)]","[15, datetime.datetime(2022, 11, 21, 17, 9, 10, 169000), 'Steel', '/var/log', 'steel-20210707-zhuw.json', datetime.datetime(2022, 11, 21, 17, 9, 10, 169000)]"
"[40, datetime.datetime(2022, 12, 30, 9, 56, 9, 979000), 'Metal', '/lost+found', 'metal-20221004-53ba.json', datetime.datetime(2022, 12, 30, 9, 56, 9, 979000)]","[40, datetime.datetime(2022, 12, 30, 9, 56, 9, 979000), 'Metal', '/lost+found', 'metal-20221004-53ba.json', datetime.datetime(2022, 12, 30, 9, 56, 9, 979000)]","[40, datetime.datetime(2022, 12, 30, 9, 56, 9, 979000), 'Metal', '/lost+found', 'metal-20221004-53ba.json', datetime.datetime(2022, 12, 30, 9, 56, 9, 979000)]","[40, datetime.datetime(2022, 12, 30, 9, 56, 9, 979000), 'Metal', '/lost+found', 'metal-20221004-53ba.json', datetime.datetime(2022, 12, 30, 9, 56, 9, 979000)]","[40, datetime.datetime(2022, 12, 30, 9, 56, 9, 979000), 'Metal', '/lost+found', 'metal-20221004-53ba.json', datetime.datetime(2022, 12, 30, 9, 56, 9, 979000)]","[40, datetime.datetime(2022, 12, 30, 9, 56, 9, 979000), 'Metal', '/lost+found', 'metal-20221004-53ba.json', datetime.datetime(2022, 12, 30, 9, 56, 9, 979000)]"
"[66, datetime.datetime(2023, 2, 2, 15, 3, 9, 685000), 'Metal', '/rescue', 'metal-20220712-rp0w.json', datetime.datetime(2023, 2, 2, 15, 3, 9, 685000)]","[66, datetime.datetime(2023, 2, 2, 15, 3, 9, 685000), 'Metal', '/rescue', 'metal-20220712-rp0w.json', datetime.datetime(2023, 2, 2, 15, 3, 9, 685000)]","[66, datetime.datetime(2023, 2, 2, 15, 3, 9, 685000), 'Metal', '/rescue', 'metal-20220712-rp0w.json', datetime.datetime(2023, 2, 2, 15, 3, 9, 685000)]","[66, datetime.datetime(2023, 2, 2, 15, 3, 9, 685000), 'Metal', '/rescue', 'metal-20220712-rp0w.json', datetime.datetime(2023, 2, 2, 15, 3, 9, 685000)]","[66, datetime.datetime(2023, 2, 2, 15, 3, 9, 685000), 'Metal', '/rescue', 'metal-20220712-rp0w.json', datetime.datetime(2023, 2, 2, 15, 3, 9, 685000)]","[66, datetime.datetime(2023, 2, 2, 15, 3, 9, 685000), 'Metal', '/rescue', 'metal-20220712-rp0w.json', datetime.datetime(2023, 2, 2, 15, 3, 9, 685000)]"
